
=== 2026-04-14 ===
2026-04-09 21:29:54.902682 | admin@IIT-G.ac.in | last=2026-04-09 21:38:48.420965 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 21:15:49.264126 | admin@IIT-G.ac.in | last=2026-04-15 21:16:24.746597 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 21:16:45.006586 | hod@IIT-G.ac.in | last=2026-04-15 21:17:46.678363 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 21:21:04.859563 | hod@IIT-G.ac.in | last=2026-04-15 21:22:45.613209 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 21:22:53.007624 | counsellor@IIT-G.ac.in | last=2026-04-15 21:30:15.872954 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 21:29:57.739358 | admin@IIT-G.ac.in | last=2026-04-15 21:33:47.165189 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 21:30:23.022675 | hod@IIT-G.ac.in | last=2026-04-15 21:33:29.810532 | reason=new_device_login | forced=1 | ip=127.0.0.1
2026-04-15 21:33:58.041583 | counsellor@IIT-G.ac.in | last=2026-04-15 21:37:30.326640 | reason=new_device_login | forced=1 | ip=127.0.0.1
2026-04-15 21:38:10.971376 | hod@IIT-G.ac.in | last=2026-04-15 21:38:50.132317 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 21:38:56.476172 | admin@IIT-G.ac.in | last=2026-04-15 21:40:08.757955 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 21:41:48.388539 | counsellor@IIT-G.ac.in | last=2026-04-15 21:43:40.582604 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 21:43:48.252600 | admin@IIT-G.ac.in | last=2026-04-15 21:53:31.407336 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 21:53:50.372840 | counsellor@IIT-G.ac.in | last=2026-04-15 22:07:58.352443 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 22:08:02.714250 | admin@IIT-G.ac.in | last=2026-04-15 22:10:27.495651 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 22:11:37.826249 | example@IIT-G.ac.in | last=2026-04-15 22:35:19.390922 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 22:35:39.798331 | hod@IIT-G.ac.in | last=2026-04-15 22:36:11.080316 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 22:36:27.644809 | admin@IIT-G.ac.in | last=2026-04-15 22:37:25.264417 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 22:38:29.069844 | counsellor@IIT-G.ac.in | last=2026-04-15 22:47:50.933620 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 22:48:27.969386 | example@IIT-G.ac.in | last=2026-04-15 22:54:12.598569 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 22:54:21.672496 | deo@IIT-G.ac.in | last=2026-04-15 22:54:43.608429 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 22:58:19.401012 | admin@IIT-G.ac.in | last=2026-04-15 23:01:08.733100 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 23:01:15.683968 | counsellor@IIT-G.ac.in | last=2026-04-15 23:01:49.133221 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 23:02:08.857615 | example@IIT-G.ac.in | last=2026-04-15 23:02:38.233678 | reason=new_device_login | forced=1 | ip=127.0.0.1
2026-04-15 23:03:28.834865 | example@IIT-G.ac.in | last=2026-04-15 23:04:20.799544 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 23:04:24.062807 | counsellor@IIT-G.ac.in | last=2026-04-15 23:04:55.924479 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 23:04:58.693859 | admin@IIT-G.ac.in | last=2026-04-15 23:04:58.908152 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 23:05:41.922330 | hod@IIT-G.ac.in | last=2026-04-15 23:11:38.830596 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 23:11:46.136097 | counsellor@IIT-G.ac.in | last=2026-04-15 23:11:46.347398 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 23:11:53.117650 | example@IIT-G.ac.in | last=2026-04-15 23:16:07.280342 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 23:16:21.721262 | hod@IIT-G.ac.in | last=2026-04-15 23:16:50.529869 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 23:17:24.474681 | deo@IIT-G.ac.in | last=2026-04-15 23:17:40.396235 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 23:21:03.844342 | example@IIT-G.ac.in | last=2026-04-15 23:24:39.715805 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 23:24:56.226552 | hod@IIT-G.ac.in | last=2026-04-15 23:26:02.193386 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 23:30:41.271532 | counsellor@IIT-G.ac.in | last=2026-04-15 23:31:12.010783 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 23:34:19.404996 | admin@IIT-G.ac.in | last=2026-04-15 23:35:29.570035 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 23:37:14.442776 | principal@IIT-G.ac.in | last=2026-04-15 23:44:26.672568 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 23:44:47.285276 | admin@IIT-G.ac.in | last=2026-04-15 23:45:16.056080 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 23:45:24.561876 | counsellor@IIT-G.ac.in | last=2026-04-15 23:45:41.250977 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-16 18:51:34.841313 | counsellor@IIT-G.ac.in | last=2026-04-16 18:51:40.765383 | reason=user_logout | forced=0 | ip=127.0.0.1
